strategy,category,subcategory,allocation_pct
"Income 30 TM (ETF, QUSLGDIV, N7YMUN)",Bonds,US Treasury,9.9811
"Income 30 TM (ETF, QUSLGDIV, N7YMUN)",Bonds,US Corporate Bond,16.2125
"Income 30 TM (ETF, QUSLGDIV, N7YMUN)",Bonds,Int'l Bond,12.0281
"Income 30 TM (ETF, QUSLGDIV, N7YMUN)",Cash,,0.8745
"Income 30 TM (ETF, QUSLGDIV, N7YMUN)",Cash,Cash,0.2995
"Income 30 TM (ETF, QUSLGDIV, N7YMUN)",Cash,Money Market Taxable,0.575
Income 40 (ETF),Equity,,40.0
Income 40 (ETF),Equity,US Large Cap Core,14.0789
Income 40 (ETF),Equity,US Real Estate,0.652
Income 40 (ETF),Equity,US Sector Equity,9.0538
Income 40 (ETF),Equity,US Mid Cap Core,1.415
Income 40 (ETF),Equity,US Small Cap Core,4.3982
Income 40 (ETF),Equity,Int'l Developed Core,4.1985
Income 40 (ETF),Equity,Int'l Developed Small/Mid Cap,2.2842
Income 40 (ETF),Equity,Emerging Markets Core,3.9195
Income 40 (ETF),Bonds,,59.1255
Income 40 (ETF),Bonds,US Aggregate Bond,26.4331
Income 40 (ETF),Bonds,US Treasury,8.5372
Income 40 (ETF),Bonds,US Corporate Bond,13.8671
Income 40 (ETF),Bonds,Int'l Bond,10.2881
Income 40 (ETF),Cash,,0.8745
Income 40 (ETF),Cash,Cash,0.2995
Income 40 (ETF),Cash,Money Market Taxable,0.575
"Income 40 (ETF, All Weather)",Equity,,40.0
"Income 40 (ETF, All Weather)",Equity,US Large Cap Core,13.4735
"Income 40 (ETF, All Weather)",Equity,US Real Estate,0.5828
"Income 40 (ETF, All Weather)",Equity,US Sector Equity,7.9591
"Income 40 (ETF, All Weather)",Equity,US Mid Cap Core,1.4457
"Income 40 (ETF, All Weather)",Equity,US Small Cap Core,4.2899
"Income 40 (ETF, All Weather)",Equity,Int'l Developed Core,5.9742
"Income 40 (ETF, All Weather)",Equity,Int'l Developed Small/Mid Cap,2.0024
"Income 40 (ETF, All Weather)",Equity,Emerging Markets Core,4.2724
"Income 40 (ETF, All Weather)",Bonds,,54.4257
"Income 40 (ETF, All Weather)",Bonds,US Aggregate Bond,21.8054
"Income 40 (ETF, All Weather)",Bonds,US Treasury,13.3954
"Income 40 (ETF, All Weather)",Bonds,US Corporate Bond,12.6499
"Income 40 (ETF, All Weather)",Bonds,Int'l Bond,6.575
"Income 40 (ETF, All Weather)",Alternative,,4.1236
"Income 40 (ETF, All Weather)",Alternative,Private Credit,4.1236
"Income 40 (ETF, All Weather)",Cash,,1.4507
"Income 40 (ETF, All Weather)",Cash,Cash,0.488
"Income 40 (ETF, All Weather)",Cash,Money Market Taxable,0.9627
"Income 40 (ETF, B5YCRP)",Equity,,40.0
"Income 40 (ETF, B5YCRP)",Equity,US Large Cap Core,14.0789
"Income 40 (ETF, B5YCRP)",Equity,US Real Estate,0.652
"Income 40 (ETF, B5YCRP)",Equity,US Sector Equity,9.0538
"Income 40 (ETF, B5YCRP)",Equity,US Mid Cap Core,1.415
"Income 40 (ETF, B5YCRP)",Equity,US Small Cap Core,4.3982
"Income 40 (ETF, B5YCRP)",Equity,Int'l Developed Core,4.1985
"Income 40 (ETF, B5YCRP)",Equity,Int'l Developed Small/Mid Cap,2.2842
"Income 40 (ETF, B5YCRP)",Equity,Emerging Markets Core,3.9195
"Income 40 (ETF, B5YCRP)",Bonds,,59.1255
"Income 40 (ETF, B5YCRP)",Bonds,US Aggregate Bond,26.4331
"Income 40 (ETF, B5YCRP)",Bonds,US Treasury,8.5372
"Income 40 (ETF, B5YCRP)",Bonds,US Corporate Bond,13.8671
"Income 40 (ETF, B5YCRP)",Bonds,Int'l Bond,10.2881
"Income 40 (ETF, B5YCRP)",Cash,,0.8745
"Income 40 (ETF, B5YCRP)",Cash,Cash,0.2995
"Income 40 (ETF, B5YCRP)",Cash,Money Market Taxable,0.575
"Income 40 (ETF, QUSLGDIV)",Equity,,40.0
"Income 40 (ETF, QUSLGDIV)",Equity,US Large Cap Core,14.0789
"Income 40 (ETF, QUSLGDIV)",Equity,US Real Estate,0.652
"Income 40 (ETF, QUSLGDIV)",Equity,US Sector Equity,9.0538
"Income 40 (ETF, QUSLGDIV)",Equity,US Mid Cap Core,1.415
"Income 40 (ETF, QUSLGDIV)",Equity,US Small Cap Core,4.3982
"Income 40 (ETF, QUSLGDIV)",Equity,Int'l Developed Core,4.1985
"Income 40 (ETF, QUSLGDIV)",Equity,Int'l Developed Small/Mid Cap,2.2842
"Income 40 (ETF, QUSLGDIV)",Equity,Emerging Markets Core,3.9195
"Income 40 (ETF, QUSLGDIV)",Bonds,,59.1255
"Income 40 (ETF, QUSLGDIV)",Bonds,US Aggregate Bond,26.4331
"Income 40 (ETF, QUSLGDIV)",Bonds,US Treasury,8.5372
"Income 40 (ETF, QUSLGDIV)",Bonds,US Corporate Bond,13.8671
"Income 40 (ETF, QUSLGDIV)",Bonds,Int'l Bond,10.2881
"Income 40 (ETF, QUSLGDIV)",Cash,,0.8745
"Income 40 (ETF, QUSLGDIV)",Cash,Cash,0.2995
"Income 40 (ETF, QUSLGDIV)",Cash,Money Market Taxable,0.575
"Income 40 (ETF, QUSLGDIV, B5YCRP)",Equity,,40.0
"Income 40 (ETF, QUSLGDIV, B5YCRP)",Equity,US Large Cap Core,14.0789
"Income 40 (ETF, QUSLGDIV, B5YCRP)",Equity,US Real Estate,0.652
"Income 40 (ETF, QUSLGDIV, B5YCRP)",Equity,US Sector Equity,9.0538
"Income 40 (ETF, QUSLGDIV, B5YCRP)",Equity,US Mid Cap Core,1.415
"Income 40 (ETF, QUSLGDIV, B5YCRP)",Equity,US Small Cap Core,4.3982
"Income 40 (ETF, QUSLGDIV, B5YCRP)",Equity,Int'l Developed Core,4.1985
"Income 40 (ETF, QUSLGDIV, B5YCRP)",Equity,Int'l Developed Small/Mid Cap,2.2842
"Income 40 (ETF, QUSLGDIV, B5YCRP)",Equity,Emerging Markets Core,3.9195
"Income 40 (ETF, QUSLGDIV, B5YCRP)",Bonds,,59.1255
"Income 40 (ETF, QUSLGDIV, B5YCRP)",Bonds,US Aggregate Bond,26.4331
"Income 40 (ETF, QUSLGDIV, B5YCRP)",Bonds,US Treasury,8.5372
"Income 40 (ETF, QUSLGDIV, B5YCRP)",Bonds,US Corporate Bond,13.8671
"Income 40 (ETF, QUSLGDIV, B5YCRP)",Bonds,Int'l Bond,10.2881
"Income 40 (ETF, QUSLGDIV, B5YCRP)",Cash,,0.8745
"Income 40 (ETF, QUSLGDIV, B5YCRP)",Cash,Cash,0.2995
"Income 40 (ETF, QUSLGDIV, B5YCRP)",Cash,Money Market Taxable,0.575
Income 40 TM (ETF),Equity,,40.0
Income 40 TM (ETF),Equity,US Large Cap Core,14.0789
Income 40 TM (ETF),Equity,US Real Estate,0.652
Income 40 TM (ETF),Equity,US Sector Equity,9.0538
Income 40 TM (ETF),Equity,US Mid Cap Core,1.415
Income 40 TM (ETF),Equity,US Small Cap Core,4.3982
Income 40 TM (ETF),Equity,Int'l Developed Core,4.1985
Income 40 TM (ETF),Equity,Int'l Developed Small/Mid Cap,2.2842
Income 40 TM (ETF),Equity,Emerging Markets Core,3.9195
Income 40 TM (ETF),Bonds,,59.1255
Income 40 TM (ETF),Bonds,US Aggregate Bond,26.4331
Income 40 TM (ETF),Bonds,US Treasury,8.5372
Income 40 TM (ETF),Bonds,US Corporate Bond,13.8671
Income 40 TM (ETF),Bonds,Int'l Bond,10.2881
Income 40 TM (ETF),Cash,,0.8745
Income 40 TM (ETF),Cash,Cash,0.2995
Income 40 TM (ETF),Cash,Money Market Taxable,0.575
"Income 40 TM (ETF, N7YMUN)",Equity,,40.0
"Income 40 TM (ETF, N7YMUN)",Equity,US Large Cap Core,14.0789
"Income 40 TM (ETF, N7YMUN)",Equity,US Real Estate,0.652
"Income 40 TM (ETF, N7YMUN)",Equity,US Sector Equity,9.0538
"Income 40 TM (ETF, N7YMUN)",Equity,US Mid Cap Core,1.415
"Income 40 TM (ETF, N7YMUN)",Equity,US Small Cap Core,4.3982
"Income 40 TM (ETF, N7YMUN)",Equity,Int'l Developed Core,4.1985
"Income 40 TM (ETF, N7YMUN)",Equity,Int'l Developed Small/Mid Cap,2.2842
"Income 40 TM (ETF, N7YMUN)",Equity,Emerging Markets Core,3.9195
"Income 40 TM (ETF, N7YMUN)",Bonds,,59.1255
"Income 40 TM (ETF, N7YMUN)",Bonds,US Aggregate Bond,26.4331
"Income 40 TM (ETF, N7YMUN)",Bonds,US Treasury,8.5372
"Income 40 TM (ETF, N7YMUN)",Bonds,US Corporate Bond,13.8671
"Income 40 TM (ETF, N7YMUN)",Bonds,Int'l Bond,10.2881
"Income 40 TM (ETF, N7YMUN)",Cash,,0.8745
"Income 40 TM (ETF, N7YMUN)",Cash,Cash,0.2995
"Income 40 TM (ETF, N7YMUN)",Cash,Money Market Taxable,0.575
"Income 40 TM (ETF, QUSLGDIV)",Equity,,40.0
"Income 40 TM (ETF, QUSLGDIV)",Equity,US Large Cap Core,14.0789
"Income 40 TM (ETF, QUSLGDIV)",Equity,US Real Estate,0.652
"Income 40 TM (ETF, QUSLGDIV)",Equity,US Sector Equity,9.0538
"Income 40 TM (ETF, QUSLGDIV)",Equity,US Mid Cap Core,1.415
"Income 40 TM (ETF, QUSLGDIV)",Equity,US Small Cap Core,4.3982
"Income 40 TM (ETF, QUSLGDIV)",Equity,Int'l Developed Core,4.1985
"Income 40 TM (ETF, QUSLGDIV)",Equity,Int'l Developed Small/Mid Cap,2.2842
"Income 40 TM (ETF, QUSLGDIV)",Equity,Emerging Markets Core,3.9195
"Income 40 TM (ETF, QUSLGDIV)",Bonds,,59.1255
"Income 40 TM (ETF, QUSLGDIV)",Bonds,US Aggregate Bond,26.4331
"Income 40 TM (ETF, QUSLGDIV)",Bonds,US Treasury,8.5372
"Income 40 TM (ETF, QUSLGDIV)",Bonds,US Corporate Bond,13.8671
"Income 40 TM (ETF, QUSLGDIV)",Bonds,Int'l Bond,10.2881
"Income 40 TM (ETF, QUSLGDIV)",Cash,,0.8745
"Income 40 TM (ETF, QUSLGDIV)",Cash,Cash,0.2995
"Income 40 TM (ETF, QUSLGDIV)",Cash,Money Market Taxable,0.575
"Income 40 TM (ETF, QUSLGDIV, N7YMUN)",Equity,,40.0
"Income 40 TM (ETF, QUSLGDIV, N7YMUN)",Equity,US Large Cap Core,14.0789
"Income 40 TM (ETF, QUSLGDIV, N7YMUN)",Equity,US Real Estate,0.652
"Income 40 TM (ETF, QUSLGDIV, N7YMUN)",Equity,US Sector Equity,9.0538
"Income 40 TM (ETF, QUSLGDIV, N7YMUN)",Equity,US Mid Cap Core,1.415
"Income 40 TM (ETF, QUSLGDIV, N7YMUN)",Equity,US Small Cap Core,4.3982
"Income 40 TM (ETF, QUSLGDIV, N7YMUN)",Equity,Int'l Developed Core,4.1985
"Income 40 TM (ETF, QUSLGDIV, N7YMUN)",Equity,Int'l Developed Small/Mid Cap,2.2842
"Income 40 TM (ETF, QUSLGDIV, N7YMUN)",Equity,Emerging Markets Core,3.9195
"Income 40 TM (ETF, QUSLGDIV, N7YMUN)",Bonds,,59.1255
"Income 40 TM (ETF, QUSLGDIV, N7YMUN)",Bonds,US Aggregate Bond,26.4331
"Income 40 TM (ETF, QUSLGDIV, N7YMUN)",Bonds,US Treasury,8.5372
"Income 40 TM (ETF, QUSLGDIV, N7YMUN)",Bonds,US Corporate Bond,13.8671
"Income 40 TM (ETF, QUSLGDIV, N7YMUN)",Bonds,Int'l Bond,10.2881
"Income 40 TM (ETF, QUSLGDIV, N7YMUN)",Cash,,0.8745
"Income 40 TM (ETF, QUSLGDIV, N7YMUN)",Cash,Cash,0.2995
"Income 40 TM (ETF, QUSLGDIV, N7YMUN)",Cash,Money Market Taxable,0.575
Income 50 (ETF),Equity,,50.0
Income 50 (ETF),Equity,US Large Cap Core,17.5986
Income 50 (ETF),Equity,US Real Estate,0.815
Income 50 (ETF),Equity,US Sector Equity,11.3172
Income 50 (ETF),Equity,US Mid Cap Core,1.7687
Income 50 (ETF),Equity,US Small Cap Core,5.4978
Income 50 (ETF),Equity,Int'l Developed Core,5.2481
Income 50 (ETF),Equity,Int'l Developed Small/Mid Cap,2.8552
Income 50 (ETF),Equity,Emerging Markets Core,4.8994
Income 50 (ETF),Bonds,,49.1255
Income 50 (ETF),Bonds,US Aggregate Bond,21.9624
Income 50 (ETF),Bonds,US Treasury,7.0933
Income 50 (ETF),Bonds,US Corporate Bond,11.5217
Income 50 (ETF),Bonds,Int'l Bond,8.548
Income 50 (ETF),Cash,,0.8745
Income 50 (ETF),Cash,Cash,0.2995
Income 50 (ETF),Cash,Money Market Taxable,0.575
"Income 50 (ETF, All Weather)",Equity,,50.0
"Income 50 (ETF, All Weather)",Equity,US Large Cap Core,16.8419
"Income 50 (ETF, All Weather)",Equity,US Real Estate,0.7285
"Income 50 (ETF, All Weather)",Equity,US Sector Equity,9.9489
"Income 50 (ETF, All Weather)",Equity,US Mid Cap Core,1.8072
"Income 50 (ETF, All Weather)",Equity,US Small Cap Core,5.3623
"Income 50 (ETF, All Weather)",Equity,Int'l Developed Core,7.4678
"Income 50 (ETF, All Weather)",Equity,Int'l Developed Small/Mid Cap,2.503
"Income 50 (ETF, All Weather)",Equity,Emerging Markets Core,5.3404
"Income 50 (ETF, All Weather)",Bonds,,44.4257
"Income 50 (ETF, All Weather)",Bonds,US Aggregate Bond,17.7989
"Income 50 (ETF, All Weather)",Bonds,US Treasury,10.9342
"Income 50 (ETF, All Weather)",Bonds,US Corporate Bond,10.3256
"Income 50 (ETF, All Weather)",Bonds,Int'l Bond,5.367
"Income 50 (ETF, All Weather)",Alternative,,4.1236
"Income 50 (ETF, All Weather)",Alternative,Private Credit,4.1236
"Income 50 (ETF, All Weather)",Cash,,1.4507
"Income 50 (ETF, All Weather)",Cash,Cash,0.488
"Income 50 (ETF, All Weather)",Cash,Money Market Taxable,0.9627
"Income 50 (ETF, B5YCRP)",Equity,,50.0
"Income 50 (ETF, B5YCRP)",Equity,US Large Cap Core,17.5986
"Income 50 (ETF, B5YCRP)",Equity,US Real Estate,0.815
"Income 50 (ETF, B5YCRP)",Equity,US Sector Equity,11.3172
"Income 50 (ETF, B5YCRP)",Equity,US Mid Cap Core,1.7687
"Income 50 (ETF, B5YCRP)",Equity,US Small Cap Core,5.4978
"Income 50 (ETF, B5YCRP)",Equity,Int'l Developed Core,5.2481
"Income 50 (ETF, B5YCRP)",Equity,Int'l Developed Small/Mid Cap,2.8552
"Income 50 (ETF, B5YCRP)",Equity,Emerging Markets Core,4.8994
"Income 50 (ETF, B5YCRP)",Bonds,,49.1255
"Income 50 (ETF, B5YCRP)",Bonds,US Aggregate Bond,21.9624
"Income 50 (ETF, B5YCRP)",Bonds,US Treasury,7.0933
"Income 50 (ETF, B5YCRP)",Bonds,US Corporate Bond,11.5217
"Income 50 (ETF, B5YCRP)",Bonds,Int'l Bond,8.548
"Income 50 (ETF, B5YCRP)",Cash,,0.8745
"Income 50 (ETF, B5YCRP)",Cash,Cash,0.2995
"Income 50 (ETF, B5YCRP)",Cash,Money Market Taxable,0.575
"Income 50 (ETF, QUSLGDIV)",Equity,,50.0
"Income 50 (ETF, QUSLGDIV)",Equity,US Large Cap Core,17.5986
"Income 50 (ETF, QUSLGDIV)",Equity,US Real Estate,0.815
"Income 50 (ETF, QUSLGDIV)",Equity,US Sector Equity,11.3172
"Income 50 (ETF, QUSLGDIV)",Equity,US Mid Cap Core,1.7687
"Income 50 (ETF, QUSLGDIV)",Equity,US Small Cap Core,5.4978
"Income 50 (ETF, QUSLGDIV)",Equity,Int'l Developed Core,5.2481
"Income 50 (ETF, QUSLGDIV)",Equity,Int'l Developed Small/Mid Cap,2.8552
"Income 50 (ETF, QUSLGDIV)",Equity,Emerging Markets Core,4.8994
"Income 50 (ETF, QUSLGDIV)",Bonds,,49.1255
"Income 50 (ETF, QUSLGDIV)",Bonds,US Aggregate Bond,21.9624
"Income 50 (ETF, QUSLGDIV)",Bonds,US Treasury,7.0933
"Income 50 (ETF, QUSLGDIV)",Bonds,US Corporate Bond,11.5217
"Income 50 (ETF, QUSLGDIV)",Bonds,Int'l Bond,8.548
"Income 50 (ETF, QUSLGDIV)",Cash,,0.8745
"Income 50 (ETF, QUSLGDIV)",Cash,Cash,0.2995
"Income 50 (ETF, QUSLGDIV)",Cash,Money Market Taxable,0.575
"Income 50 (ETF, QUSLGDIV, B5YCRP)",Equity,,50.0
"Income 50 (ETF, QUSLGDIV, B5YCRP)",Equity,US Large Cap Core,17.5986
"Income 50 (ETF, QUSLGDIV, B5YCRP)",Equity,US Real Estate,0.815
"Income 50 (ETF, QUSLGDIV, B5YCRP)",Equity,US Sector Equity,11.3172
"Income 50 (ETF, QUSLGDIV, B5YCRP)",Equity,US Mid Cap Core,1.7687
"Income 50 (ETF, QUSLGDIV, B5YCRP)",Equity,US Small Cap Core,5.4978
"Income 50 (ETF, QUSLGDIV, B5YCRP)",Equity,Int'l Developed Core,5.2481
"Income 50 (ETF, QUSLGDIV, B5YCRP)",Equity,Int'l Developed Small/Mid Cap,2.8552
"Income 50 (ETF, QUSLGDIV, B5YCRP)",Equity,Emerging Markets Core,4.8994
"Income 50 (ETF, QUSLGDIV, B5YCRP)",Bonds,,49.1255
"Income 50 (ETF, QUSLGDIV, B5YCRP)",Bonds,US Aggregate Bond,21.9624
"Income 50 (ETF, QUSLGDIV, B5YCRP)",Bonds,US Treasury,7.0933
"Income 50 (ETF, QUSLGDIV, B5YCRP)",Bonds,US Corporate Bond,11.5217
"Income 50 (ETF, QUSLGDIV, B5YCRP)",Bonds,Int'l Bond,8.548
"Income 50 (ETF, QUSLGDIV, B5YCRP)",Cash,,0.8745
"Income 50 (ETF, QUSLGDIV, B5YCRP)",Cash,Cash,0.2995
"Income 50 (ETF, QUSLGDIV, B5YCRP)",Cash,Money Market Taxable,0.575
Income 50 TM (ETF),Equity,,50.0
Income 50 TM (ETF),Equity,US Large Cap Core,17.5986
Income 50 TM (ETF),Equity,US Real Estate,0.815
Income 50 TM (ETF),Equity,US Sector Equity,11.3172
Income 50 TM (ETF),Equity,US Mid Cap Core,1.7687
Income 50 TM (ETF),Equity,US Small Cap Core,5.4978
Income 50 TM (ETF),Equity,Int'l Developed Core,5.2481
Income 50 TM (ETF),Equity,Int'l Developed Small/Mid Cap,2.8552
Income 50 TM (ETF),Equity,Emerging Markets Core,4.8994
Income 50 TM (ETF),Bonds,,49.1255
Income 50 TM (ETF),Bonds,US Aggregate Bond,21.9624
Income 50 TM (ETF),Bonds,US Treasury,7.0933
Income 50 TM (ETF),Bonds,US Corporate Bond,11.5217
Income 50 TM (ETF),Bonds,Int'l Bond,8.548
Income 50 TM (ETF),Cash,,0.8745
Income 50 TM (ETF),Cash,Cash,0.2995
Income 50 TM (ETF),Cash,Money Market Taxable,0.575
"Income 50 TM (ETF, N7YMUN)",Equity,,50.0
"Income 50 TM (ETF, N7YMUN)",Equity,US Large Cap Core,17.5986
"Income 50 TM (ETF, N7YMUN)",Equity,US Real Estate,0.815
"Income 50 TM (ETF, N7YMUN)",Equity,US Sector Equity,11.3172
"Income 50 TM (ETF, N7YMUN)",Equity,US Mid Cap Core,1.7687
"Income 50 TM (ETF, N7YMUN)",Equity,US Small Cap Core,5.4978
"Income 50 TM (ETF, N7YMUN)",Equity,Int'l Developed Core,5.2481
"Income 50 TM (ETF, N7YMUN)",Equity,Int'l Developed Small/Mid Cap,2.8552
"Income 50 TM (ETF, N7YMUN)",Equity,Emerging Markets Core,4.8994
"Income 50 TM (ETF, N7YMUN)",Bonds,,49.1255
"Income 50 TM (ETF, N7YMUN)",Bonds,US Aggregate Bond,21.9624
"Income 50 TM (ETF, N7YMUN)",Bonds,US Treasury,7.0933
"Income 50 TM (ETF, N7YMUN)",Bonds,US Corporate Bond,11.5217
"Income 50 TM (ETF, N7YMUN)",Bonds,Int'l Bond,8.548
"Income 50 TM (ETF, N7YMUN)",Cash,,0.8745
"Income 50 TM (ETF, N7YMUN)",Cash,Cash,0.2995
"Income 50 TM (ETF, N7YMUN)",Cash,Money Market Taxable,0.575
"Income 50 TM (ETF, QUSLGDIV)",Equity,,50.0
"Income 50 TM (ETF, QUSLGDIV)",Equity,US Large Cap Core,17.5986
"Income 50 TM (ETF, QUSLGDIV)",Equity,US Real Estate,0.815
"Income 50 TM (ETF, QUSLGDIV)",Equity,US Sector Equity,11.3172
"Income 50 TM (ETF, QUSLGDIV)",Equity,US Mid Cap Core,1.7687
"Income 50 TM (ETF, QUSLGDIV)",Equity,US Small Cap Core,5.4978
"Income 50 TM (ETF, QUSLGDIV)",Equity,Int'l Developed Core,5.2481
"Income 50 TM (ETF, QUSLGDIV)",Equity,Int'l Developed Small/Mid Cap,2.8552
"Income 50 TM (ETF, QUSLGDIV)",Equity,Emerging Markets Core,4.8994
"Income 50 TM (ETF, QUSLGDIV)",Bonds,,49.1255
"Income 50 TM (ETF, QUSLGDIV)",Bonds,US Aggregate Bond,21.9624
"Income 50 TM (ETF, QUSLGDIV)",Bonds,US Treasury,7.0933
"Income 50 TM (ETF, QUSLGDIV)",Bonds,US Corporate Bond,11.5217
"Income 50 TM (ETF, QUSLGDIV)",Bonds,Int'l Bond,8.548
"Income 50 TM (ETF, QUSLGDIV)",Cash,,0.8745
"Income 50 TM (ETF, QUSLGDIV)",Cash,Cash,0.2995
"Income 50 TM (ETF, QUSLGDIV)",Cash,Money Market Taxable,0.575
"Income 50 TM (ETF, QUSLGDIV, N7YMUN)",Equity,,50.0
"Income 50 TM (ETF, QUSLGDIV, N7YMUN)",Equity,US Large Cap Core,17.5986
"Income 50 TM (ETF, QUSLGDIV, N7YMUN)",Equity,US Real Estate,0.815
"Income 50 TM (ETF, QUSLGDIV, N7YMUN)",Equity,US Sector Equity,11.3172
"Income 50 TM (ETF, QUSLGDIV, N7YMUN)",Equity,US Mid Cap Core,1.7687
"Income 50 TM (ETF, QUSLGDIV, N7YMUN)",Equity,US Small Cap Core,5.4978
"Income 50 TM (ETF, QUSLGDIV, N7YMUN)",Equity,Int'l Developed Core,5.2481
"Income 50 TM (ETF, QUSLGDIV, N7YMUN)",Equity,Int'l Developed Small/Mid Cap,2.8552
"Income 50 TM (ETF, QUSLGDIV, N7YMUN)",Equity,Emerging Markets Core,4.8994
"Income 50 TM (ETF, QUSLGDIV, N7YMUN)",Bonds,,49.1255
"Income 50 TM (ETF, QUSLGDIV, N7YMUN)",Bonds,US Aggregate Bond,21.9624
"Income 50 TM (ETF, QUSLGDIV, N7YMUN)",Bonds,US Treasury,7.0933
"Income 50 TM (ETF, QUSLGDIV, N7YMUN)",Bonds,US Corporate Bond,11.5217
"Income 50 TM (ETF, QUSLGDIV, N7YMUN)",Bonds,Int'l Bond,8.548
"Income 50 TM (ETF, QUSLGDIV, N7YMUN)",Cash,,0.8745
"Income 50 TM (ETF, QUSLGDIV, N7YMUN)",Cash,Cash,0.2995
"Income 50 TM (ETF, QUSLGDIV, N7YMUN)",Cash,Money Market Taxable,0.575
Income 60 (ETF),Equity,,60.0
Income 60 (ETF),Equity,US Large Cap Core,21.1183
Income 60 (ETF),Equity,US Real Estate,0.978
Income 60 (ETF),Equity,US Sector Equity,13.5806
Income 60 (ETF),Equity,US Mid Cap Core,2.1224
Income 60 (ETF),Equity,US Small Cap Core,6.5973
Income 60 (ETF),Equity,Int'l Developed Core,6.2977
Income 60 (ETF),Equity,Int'l Developed Small/Mid Cap,3.4263
Income 60 (ETF),Equity,Emerging Markets Core,5.8793
Income 60 (ETF),Bonds,,39.1255
Income 60 (ETF),Bonds,US Aggregate Bond,17.4917
Income 60 (ETF),Bonds,US Treasury,5.6494
Income 60 (ETF),Bonds,US Corporate Bond,9.1764
Income 60 (ETF),Bonds,Int'l Bond,6.808
Income 60 (ETF),Cash,,0.8745
Income 60 (ETF),Cash,Cash,0.2995
Income 60 (ETF),Cash,Money Market Taxable,0.575
"Income 60 (ETF, All Weather)",Equity,,60.0
"Income 60 (ETF, All Weather)",Equity,US Large Cap Core,20.2103
"Income 60 (ETF, All Weather)",Equity,US Real Estate,0.8742
"Income 60 (ETF, All Weather)",Equity,US Sector Equity,11.9387
"Income 60 (ETF, All Weather)",Equity,US Mid Cap Core,2.1686
"Income 60 (ETF, All Weather)",Equity,US Small Cap Core,6.4348
"Income 60 (ETF, All Weather)",Equity,Int'l Developed Core,8.9614
"Income 60 (ETF, All Weather)",Equity,Int'l Developed Small/Mid Cap,3.0036
"Income 60 (ETF, All Weather)",Equity,Emerging Markets Core,6.4085
"Income 60 (ETF, All Weather)",Bonds,,34.4257
"Income 60 (ETF, All Weather)",Bonds,US Aggregate Bond,13.7925
"Income 60 (ETF, All Weather)",Bonds,US Treasury,8.4729
"Income 60 (ETF, All Weather)",Bonds,US Corporate Bond,8.0014
"Income 60 (ETF, All Weather)",Bonds,Int'l Bond,4.1589
"Income 60 (ETF, All Weather)",Alternative,,4.1236
"Income 60 (ETF, All Weather)",Alternative,Private Credit,4.1236
"Income 60 (ETF, All Weather)",Cash,,1.4507
"Income 60 (ETF, All Weather)",Cash,Cash,0.488
"Income 60 (ETF, All Weather)",Cash,Money Market Taxable,0.9627
"Income 60 (ETF, B5YCRP)",Equity,,60.0
"Income 60 (ETF, B5YCRP)",Equity,US Large Cap Core,21.1183
"Income 60 (ETF, B5YCRP)",Equity,US Real Estate,0.978
"Income 60 (ETF, B5YCRP)",Equity,US Sector Equity,13.5806
"Income 60 (ETF, B5YCRP)",Equity,US Mid Cap Core,2.1224
"Income 60 (ETF, B5YCRP)",Equity,US Small Cap Core,6.5973
"Income 60 (ETF, B5YCRP)",Equity,Int'l Developed Core,6.2977
"Income 60 (ETF, B5YCRP)",Equity,Int'l Developed Small/Mid Cap,3.4263
"Income 60 (ETF, B5YCRP)",Equity,Emerging Markets Core,5.8793
"Income 60 (ETF, B5YCRP)",Bonds,,39.1255
"Income 60 (ETF, B5YCRP)",Bonds,US Aggregate Bond,17.4917
"Income 60 (ETF, B5YCRP)",Bonds,US Treasury,5.6494
"Income 60 (ETF, B5YCRP)",Bonds,US Corporate Bond,9.1764
"Income 60 (ETF, B5YCRP)",Bonds,Int'l Bond,6.808
"Income 60 (ETF, B5YCRP)",Cash,,0.8745
"Income 60 (ETF, B5YCRP)",Cash,Cash,0.2995
"Income 60 (ETF, B5YCRP)",Cash,Money Market Taxable,0.575
"Income 60 (ETF, QUSLGDIV)",Equity,,60.0
"Income 60 (ETF, QUSLGDIV)",Equity,US Large Cap Core,21.1183
"Income 60 (ETF, QUSLGDIV)",Equity,US Real Estate,0.978
"Income 60 (ETF, QUSLGDIV)",Equity,US Sector Equity,13.5806
"Income 60 (ETF, QUSLGDIV)",Equity,US Mid Cap Core,2.1224
"Income 60 (ETF, QUSLGDIV)",Equity,US Small Cap Core,6.5973
"Income 60 (ETF, QUSLGDIV)",Equity,Int'l Developed Core,6.2977
"Income 60 (ETF, QUSLGDIV)",Equity,Int'l Developed Small/Mid Cap,3.4263
"Income 60 (ETF, QUSLGDIV)",Equity,Emerging Markets Core,5.8793
"Income 60 (ETF, QUSLGDIV)",Bonds,,39.1255
"Income 60 (ETF, QUSLGDIV)",Bonds,US Aggregate Bond,17.4917
"Income 60 (ETF, QUSLGDIV)",Bonds,US Treasury,5.6494
"Income 60 (ETF, QUSLGDIV)",Bonds,US Corporate Bond,9.1764
"Income 60 (ETF, QUSLGDIV)",Bonds,Int'l Bond,6.808
"Income 60 (ETF, QUSLGDIV)",Cash,,0.8745
"Income 60 (ETF, QUSLGDIV)",Cash,Cash,0.2995
"Income 60 (ETF, QUSLGDIV)",Cash,Money Market Taxable,0.575
