strategy,asset_1,asset_2,correlation
"Income 30 (ETF, All Weather)",Int'l Equity,Real Estate,0.4936
"Income 30 (ETF, All Weather)",Int'l Equity,Commodities,0.3893
"Income 30 (ETF, All Weather)",US Bonds,US Equity,0.151
"Income 30 (ETF, All Weather)",US Bonds,Int'l Equity,0.0658
"Income 30 (ETF, All Weather)",US Bonds,US Bonds,1.0
"Income 30 (ETF, All Weather)",US Bonds,Real Estate,0.2402
"Income 30 (ETF, All Weather)",US Bonds,Commodities,-0.1452
"Income 30 (ETF, All Weather)",Real Estate,US Equity,0.5554
"Income 30 (ETF, All Weather)",Real Estate,Int'l Equity,0.4936
"Income 30 (ETF, All Weather)",Real Estate,US Bonds,0.2402
"Income 30 (ETF, All Weather)",Real Estate,Real Estate,1.0
"Income 30 (ETF, All Weather)",Real Estate,Commodities,0.2775
"Income 30 (ETF, All Weather)",Commodities,US Equity,0.293
"Income 30 (ETF, All Weather)",Commodities,Int'l Equity,0.3893
"Income 30 (ETF, All Weather)",Commodities,US Bonds,-0.1452
"Income 30 (ETF, All Weather)",Commodities,Real Estate,0.2775
"Income 30 (ETF, All Weather)",Commodities,Commodities,1.0
"Income 30 (ETF, B5YCRP)",US Equity,US Equity,1.0
"Income 30 (ETF, B5YCRP)",US Equity,Int'l Equity,0.8172
"Income 30 (ETF, B5YCRP)",US Equity,US Bonds,0.103
"Income 30 (ETF, B5YCRP)",US Equity,Real Estate,0.584
"Income 30 (ETF, B5YCRP)",US Equity,Commodities,0.3252
"Income 30 (ETF, B5YCRP)",Int'l Equity,US Equity,0.8172
"Income 30 (ETF, B5YCRP)",Int'l Equity,Int'l Equity,1.0
"Income 30 (ETF, B5YCRP)",Int'l Equity,US Bonds,0.0608
"Income 30 (ETF, B5YCRP)",Int'l Equity,Real Estate,0.5239
"Income 30 (ETF, B5YCRP)",Int'l Equity,Commodities,0.3898
"Income 30 (ETF, B5YCRP)",US Bonds,US Equity,0.103
"Income 30 (ETF, B5YCRP)",US Bonds,Int'l Equity,0.0608
"Income 30 (ETF, B5YCRP)",US Bonds,US Bonds,1.0
"Income 30 (ETF, B5YCRP)",US Bonds,Real Estate,0.2027
"Income 30 (ETF, B5YCRP)",US Bonds,Commodities,-0.1596
"Income 30 (ETF, B5YCRP)",Real Estate,US Equity,0.584
"Income 30 (ETF, B5YCRP)",Real Estate,Int'l Equity,0.5239
"Income 30 (ETF, B5YCRP)",Real Estate,US Bonds,0.2027
"Income 30 (ETF, B5YCRP)",Real Estate,Real Estate,1.0
"Income 30 (ETF, B5YCRP)",Real Estate,Commodities,0.2821
"Income 30 (ETF, B5YCRP)",Commodities,US Equity,0.3252
"Income 30 (ETF, B5YCRP)",Commodities,Int'l Equity,0.3898
"Income 30 (ETF, B5YCRP)",Commodities,US Bonds,-0.1596
"Income 30 (ETF, B5YCRP)",Commodities,Real Estate,0.2821
"Income 30 (ETF, B5YCRP)",Commodities,Commodities,1.0
"Income 30 (ETF, QUSLGDIV)",US Equity,US Equity,1.0
"Income 30 (ETF, QUSLGDIV)",US Equity,Int'l Equity,0.8111
"Income 30 (ETF, QUSLGDIV)",US Equity,US Bonds,0.1022
"Income 30 (ETF, QUSLGDIV)",US Equity,Real Estate,0.5781
"Income 30 (ETF, QUSLGDIV)",US Equity,Commodities,0.3545
"Income 30 (ETF, QUSLGDIV)",Int'l Equity,US Equity,0.8111
"Income 30 (ETF, QUSLGDIV)",Int'l Equity,Int'l Equity,1.0
"Income 30 (ETF, QUSLGDIV)",Int'l Equity,US Bonds,0.0554
"Income 30 (ETF, QUSLGDIV)",Int'l Equity,Real Estate,0.5018
"Income 30 (ETF, QUSLGDIV)",Int'l Equity,Commodities,0.3661
"Income 30 (ETF, QUSLGDIV)",US Bonds,US Equity,0.1022
"Income 30 (ETF, QUSLGDIV)",US Bonds,Int'l Equity,0.0554
"Income 30 (ETF, QUSLGDIV)",US Bonds,US Bonds,1.0
"Income 30 (ETF, QUSLGDIV)",US Bonds,Real Estate,0.2208
"Income 30 (ETF, QUSLGDIV)",US Bonds,Commodities,-0.1196
"Income 30 (ETF, QUSLGDIV)",Real Estate,US Equity,0.5781
"Income 30 (ETF, QUSLGDIV)",Real Estate,Int'l Equity,0.5018
"Income 30 (ETF, QUSLGDIV)",Real Estate,US Bonds,0.2208
"Income 30 (ETF, QUSLGDIV)",Real Estate,Real Estate,1.0
"Income 30 (ETF, QUSLGDIV)",Real Estate,Commodities,0.2739
"Income 30 (ETF, QUSLGDIV)",Commodities,US Equity,0.3545
"Income 30 (ETF, QUSLGDIV)",Commodities,Int'l Equity,0.3661
"Income 30 (ETF, QUSLGDIV)",Commodities,US Bonds,-0.1196
"Income 30 (ETF, QUSLGDIV)",Commodities,Real Estate,0.2739
"Income 30 (ETF, QUSLGDIV)",Commodities,Commodities,1.0
"Income 30 (ETF, QUSLGDIV, B5YCRP)",US Equity,US Equity,1.0
"Income 30 (ETF, QUSLGDIV, B5YCRP)",US Equity,Int'l Equity,0.7978
"Income 30 (ETF, QUSLGDIV, B5YCRP)",US Equity,US Bonds,0.1144
"Income 30 (ETF, QUSLGDIV, B5YCRP)",US Equity,Real Estate,0.6042
"Income 30 (ETF, QUSLGDIV, B5YCRP)",US Equity,Commodities,0.3575
"Income 30 (ETF, QUSLGDIV, B5YCRP)",Int'l Equity,US Equity,0.7978
"Income 30 (ETF, QUSLGDIV, B5YCRP)",Int'l Equity,Int'l Equity,1.0
"Income 30 (ETF, QUSLGDIV, B5YCRP)",Int'l Equity,US Bonds,0.0579
"Income 30 (ETF, QUSLGDIV, B5YCRP)",Int'l Equity,Real Estate,0.4963
"Income 30 (ETF, QUSLGDIV, B5YCRP)",Int'l Equity,Commodities,0.3618
"Income 30 (ETF, QUSLGDIV, B5YCRP)",US Bonds,US Equity,0.1144
"Income 30 (ETF, QUSLGDIV, B5YCRP)",US Bonds,Int'l Equity,0.0579
"Income 30 (ETF, QUSLGDIV, B5YCRP)",US Bonds,US Bonds,1.0
"Income 30 (ETF, QUSLGDIV, B5YCRP)",US Bonds,Real Estate,0.1922
"Income 30 (ETF, QUSLGDIV, B5YCRP)",US Bonds,Commodities,-0.1154
"Income 30 (ETF, QUSLGDIV, B5YCRP)",Real Estate,US Equity,0.6042
"Income 30 (ETF, QUSLGDIV, B5YCRP)",Real Estate,Int'l Equity,0.4963
"Income 30 (ETF, QUSLGDIV, B5YCRP)",Real Estate,US Bonds,0.1922
"Income 30 (ETF, QUSLGDIV, B5YCRP)",Real Estate,Real Estate,1.0
"Income 30 (ETF, QUSLGDIV, B5YCRP)",Real Estate,Commodities,0.3068
"Income 30 (ETF, QUSLGDIV, B5YCRP)",Commodities,US Equity,0.3575
"Income 30 (ETF, QUSLGDIV, B5YCRP)",Commodities,Int'l Equity,0.3618
"Income 30 (ETF, QUSLGDIV, B5YCRP)",Commodities,US Bonds,-0.1154
"Income 30 (ETF, QUSLGDIV, B5YCRP)",Commodities,Real Estate,0.3068
"Income 30 (ETF, QUSLGDIV, B5YCRP)",Commodities,Commodities,1.0
Income 30 TM (ETF),US Equity,US Equity,1.0
Income 30 TM (ETF),US Equity,Int'l Equity,0.8402
Income 30 TM (ETF),US Equity,US Bonds,0.1223
Income 30 TM (ETF),US Equity,Real Estate,0.6084
Income 30 TM (ETF),US Equity,Commodities,0.3309
Income 30 TM (ETF),Int'l Equity,US Equity,0.8402
Income 30 TM (ETF),Int'l Equity,Int'l Equity,1.0
Income 30 TM (ETF),Int'l Equity,US Bonds,0.0775
Income 30 TM (ETF),Int'l Equity,Real Estate,0.5272
Income 30 TM (ETF),Int'l Equity,Commodities,0.3806
Income 30 TM (ETF),US Bonds,US Equity,0.1223
Income 30 TM (ETF),US Bonds,Int'l Equity,0.0775
Income 30 TM (ETF),US Bonds,US Bonds,1.0
Income 30 TM (ETF),US Bonds,Real Estate,0.1746
Income 30 TM (ETF),US Bonds,Commodities,-0.1501
Income 30 TM (ETF),Real Estate,US Equity,0.6084
Income 30 TM (ETF),Real Estate,Int'l Equity,0.5272
Income 30 TM (ETF),Real Estate,US Bonds,0.1746
Income 30 TM (ETF),Real Estate,Real Estate,1.0
Income 30 TM (ETF),Real Estate,Commodities,0.286
Income 30 TM (ETF),Commodities,US Equity,0.3309
Income 30 TM (ETF),Commodities,Int'l Equity,0.3806
Income 30 TM (ETF),Commodities,US Bonds,-0.1501
Income 30 TM (ETF),Commodities,Real Estate,0.286
Income 30 TM (ETF),Commodities,Commodities,1.0
"Income 30 TM (ETF, N7YMUN)",US Equity,US Equity,1.0
"Income 30 TM (ETF, N7YMUN)",US Equity,Int'l Equity,0.8047
"Income 30 TM (ETF, N7YMUN)",US Equity,US Bonds,0.0883
"Income 30 TM (ETF, N7YMUN)",US Equity,Real Estate,0.6015
"Income 30 TM (ETF, N7YMUN)",US Equity,Commodities,0.3111
"Income 30 TM (ETF, N7YMUN)",Int'l Equity,US Equity,0.8047
"Income 30 TM (ETF, N7YMUN)",Int'l Equity,Int'l Equity,1.0
"Income 30 TM (ETF, N7YMUN)",Int'l Equity,US Bonds,0.0752
"Income 30 TM (ETF, N7YMUN)",Int'l Equity,Real Estate,0.5394
"Income 30 TM (ETF, N7YMUN)",Int'l Equity,Commodities,0.3847
"Income 30 TM (ETF, N7YMUN)",US Bonds,US Equity,0.0883
"Income 30 TM (ETF, N7YMUN)",US Bonds,Int'l Equity,0.0752
"Income 30 TM (ETF, N7YMUN)",US Bonds,US Bonds,1.0
"Income 30 TM (ETF, N7YMUN)",US Bonds,Real Estate,0.2022
"Income 30 TM (ETF, N7YMUN)",US Bonds,Commodities,-0.1035
"Income 30 TM (ETF, N7YMUN)",Real Estate,US Equity,0.6015
"Income 30 TM (ETF, N7YMUN)",Real Estate,Int'l Equity,0.5394
"Income 30 TM (ETF, N7YMUN)",Real Estate,US Bonds,0.2022
"Income 30 TM (ETF, N7YMUN)",Real Estate,Real Estate,1.0
"Income 30 TM (ETF, N7YMUN)",Real Estate,Commodities,0.2474
"Income 30 TM (ETF, N7YMUN)",Commodities,US Equity,0.3111
"Income 30 TM (ETF, N7YMUN)",Commodities,Int'l Equity,0.3847
"Income 30 TM (ETF, N7YMUN)",Commodities,US Bonds,-0.1035
"Income 30 TM (ETF, N7YMUN)",Commodities,Real Estate,0.2474
"Income 30 TM (ETF, N7YMUN)",Commodities,Commodities,1.0
"Income 30 TM (ETF, QUSLGDIV)",US Equity,US Equity,1.0
"Income 30 TM (ETF, QUSLGDIV)",US Equity,Int'l Equity,0.7873
"Income 30 TM (ETF, QUSLGDIV)",US Equity,US Bonds,0.0855
"Income 30 TM (ETF, QUSLGDIV)",US Equity,Real Estate,0.6018
"Income 30 TM (ETF, QUSLGDIV)",US Equity,Commodities,0.3195
"Income 30 TM (ETF, QUSLGDIV)",Int'l Equity,US Equity,0.7873
"Income 30 TM (ETF, QUSLGDIV)",Int'l Equity,Int'l Equity,1.0
"Income 30 TM (ETF, QUSLGDIV)",Int'l Equity,US Bonds,0.0276
"Income 30 TM (ETF, QUSLGDIV)",Int'l Equity,Real Estate,0.5403
"Income 30 TM (ETF, QUSLGDIV)",Int'l Equity,Commodities,0.3635
"Income 30 TM (ETF, QUSLGDIV)",US Bonds,US Equity,0.0855
"Income 30 TM (ETF, QUSLGDIV)",US Bonds,Int'l Equity,0.0276
"Income 30 TM (ETF, QUSLGDIV)",US Bonds,US Bonds,1.0
"Income 30 TM (ETF, QUSLGDIV)",US Bonds,Real Estate,0.2252
"Income 30 TM (ETF, QUSLGDIV)",US Bonds,Commodities,-0.1122
"Income 30 TM (ETF, QUSLGDIV)",Real Estate,US Equity,0.6018
"Income 30 TM (ETF, QUSLGDIV)",Real Estate,Int'l Equity,0.5403
"Income 30 TM (ETF, QUSLGDIV)",Real Estate,US Bonds,0.2252
"Income 30 TM (ETF, QUSLGDIV)",Real Estate,Real Estate,1.0
"Income 30 TM (ETF, QUSLGDIV)",Real Estate,Commodities,0.2838
"Income 30 TM (ETF, QUSLGDIV)",Commodities,US Equity,0.3195
"Income 30 TM (ETF, QUSLGDIV)",Commodities,Int'l Equity,0.3635
"Income 30 TM (ETF, QUSLGDIV)",Commodities,US Bonds,-0.1122
"Income 30 TM (ETF, QUSLGDIV)",Commodities,Real Estate,0.2838
"Income 30 TM (ETF, QUSLGDIV)",Commodities,Commodities,1.0
"Income 30 TM (ETF, QUSLGDIV, N7YMUN)",US Equity,US Equity,1.0
"Income 30 TM (ETF, QUSLGDIV, N7YMUN)",US Equity,Int'l Equity,0.8291
"Income 30 TM (ETF, QUSLGDIV, N7YMUN)",US Equity,US Bonds,0.1459
"Income 30 TM (ETF, QUSLGDIV, N7YMUN)",US Equity,Real Estate,0.5388
"Income 30 TM (ETF, QUSLGDIV, N7YMUN)",US Equity,Commodities,0.3052
"Income 30 TM (ETF, QUSLGDIV, N7YMUN)",Int'l Equity,US Equity,0.8291
"Income 30 TM (ETF, QUSLGDIV, N7YMUN)",Int'l Equity,Int'l Equity,1.0
"Income 30 TM (ETF, QUSLGDIV, N7YMUN)",Int'l Equity,US Bonds,0.0463
"Income 30 TM (ETF, QUSLGDIV, N7YMUN)",Int'l Equity,Real Estate,0.5288
"Income 30 TM (ETF, QUSLGDIV, N7YMUN)",Int'l Equity,Commodities,0.3744
"Income 30 TM (ETF, QUSLGDIV, N7YMUN)",US Bonds,US Equity,0.1459
"Income 30 TM (ETF, QUSLGDIV, N7YMUN)",US Bonds,Int'l Equity,0.0463
"Income 30 TM (ETF, QUSLGDIV, N7YMUN)",US Bonds,US Bonds,1.0
"Income 30 TM (ETF, QUSLGDIV, N7YMUN)",US Bonds,Real Estate,0.2037
"Income 30 TM (ETF, QUSLGDIV, N7YMUN)",US Bonds,Commodities,-0.1297
"Income 30 TM (ETF, QUSLGDIV, N7YMUN)",Real Estate,US Equity,0.5388
"Income 30 TM (ETF, QUSLGDIV, N7YMUN)",Real Estate,Int'l Equity,0.5288
"Income 30 TM (ETF, QUSLGDIV, N7YMUN)",Real Estate,US Bonds,0.2037
"Income 30 TM (ETF, QUSLGDIV, N7YMUN)",Real Estate,Real Estate,1.0
"Income 30 TM (ETF, QUSLGDIV, N7YMUN)",Real Estate,Commodities,0.2562
"Income 30 TM (ETF, QUSLGDIV, N7YMUN)",Commodities,US Equity,0.3052
"Income 30 TM (ETF, QUSLGDIV, N7YMUN)",Commodities,Int'l Equity,0.3744
"Income 30 TM (ETF, QUSLGDIV, N7YMUN)",Commodities,US Bonds,-0.1297
"Income 30 TM (ETF, QUSLGDIV, N7YMUN)",Commodities,Real Estate,0.2562
"Income 30 TM (ETF, QUSLGDIV, N7YMUN)",Commodities,Commodities,1.0
Income 40 (ETF),US Equity,US Equity,1.0
Income 40 (ETF),US Equity,Int'l Equity,0.8092
Income 40 (ETF),US Equity,US Bonds,0.0911
Income 40 (ETF),US Equity,Real Estate,0.5853
Income 40 (ETF),US Equity,Commodities,0.3291
Income 40 (ETF),Int'l Equity,US Equity,0.8092
Income 40 (ETF),Int'l Equity,Int'l Equity,1.0
Income 40 (ETF),Int'l Equity,US Bonds,0.0103
Income 40 (ETF),Int'l Equity,Real Estate,0.5309
Income 40 (ETF),Int'l Equity,Commodities,0.3554
Income 40 (ETF),US Bonds,US Equity,0.0911
Income 40 (ETF),US Bonds,Int'l Equity,0.0103
Income 40 (ETF),US Bonds,US Bonds,1.0
Income 40 (ETF),US Bonds,Real Estate,0.2326
Income 40 (ETF),US Bonds,Commodities,-0.1478
Income 40 (ETF),Real Estate,US Equity,0.5853
Income 40 (ETF),Real Estate,Int'l Equity,0.5309
Income 40 (ETF),Real Estate,US Bonds,0.2326
Income 40 (ETF),Real Estate,Real Estate,1.0
Income 40 (ETF),Real Estate,Commodities,0.2513
Income 40 (ETF),Commodities,US Equity,0.3291
Income 40 (ETF),Commodities,Int'l Equity,0.3554
Income 40 (ETF),Commodities,US Bonds,-0.1478
Income 40 (ETF),Commodities,Real Estate,0.2513
Income 40 (ETF),Commodities,Commodities,1.0
"Income 40 (ETF, All Weather)",US Equity,US Equity,1.0
"Income 40 (ETF, All Weather)",US Equity,Int'l Equity,0.7755
"Income 40 (ETF, All Weather)",US Equity,US Bonds,0.0917
"Income 40 (ETF, All Weather)",US Equity,Real Estate,0.5934
"Income 40 (ETF, All Weather)",US Equity,Commodities,0.3593
"Income 40 (ETF, All Weather)",Int'l Equity,US Equity,0.7755
"Income 40 (ETF, All Weather)",Int'l Equity,Int'l Equity,1.0
"Income 40 (ETF, All Weather)",Int'l Equity,US Bonds,0.0765
"Income 40 (ETF, All Weather)",Int'l Equity,Real Estate,0.5107
"Income 40 (ETF, All Weather)",Int'l Equity,Commodities,0.3742
"Income 40 (ETF, All Weather)",US Bonds,US Equity,0.0917
"Income 40 (ETF, All Weather)",US Bonds,Int'l Equity,0.0765
"Income 40 (ETF, All Weather)",US Bonds,US Bonds,1.0
"Income 40 (ETF, All Weather)",US Bonds,Real Estate,0.2513
"Income 40 (ETF, All Weather)",US Bonds,Commodities,-0.1043
"Income 40 (ETF, All Weather)",Real Estate,US Equity,0.5934
"Income 40 (ETF, All Weather)",Real Estate,Int'l Equity,0.5107
"Income 40 (ETF, All Weather)",Real Estate,US Bonds,0.2513
"Income 40 (ETF, All Weather)",Real Estate,Real Estate,1.0
"Income 40 (ETF, All Weather)",Real Estate,Commodities,0.2676
"Income 40 (ETF, All Weather)",Commodities,US Equity,0.3593
"Income 40 (ETF, All Weather)",Commodities,Int'l Equity,0.3742
"Income 40 (ETF, All Weather)",Commodities,US Bonds,-0.1043
"Income 40 (ETF, All Weather)",Commodities,Real Estate,0.2676
"Income 40 (ETF, All Weather)",Commodities,Commodities,1.0
"Income 40 (ETF, B5YCRP)",US Equity,US Equity,1.0
"Income 40 (ETF, B5YCRP)",US Equity,Int'l Equity,0.8314
"Income 40 (ETF, B5YCRP)",US Equity,US Bonds,0.1378
"Income 40 (ETF, B5YCRP)",US Equity,Real Estate,0.5546
"Income 40 (ETF, B5YCRP)",US Equity,Commodities,0.3271
"Income 40 (ETF, B5YCRP)",Int'l Equity,US Equity,0.8314
"Income 40 (ETF, B5YCRP)",Int'l Equity,Int'l Equity,1.0
"Income 40 (ETF, B5YCRP)",Int'l Equity,US Bonds,0.0337
"Income 40 (ETF, B5YCRP)",Int'l Equity,Real Estate,0.5226
"Income 40 (ETF, B5YCRP)",Int'l Equity,Commodities,0.3597
"Income 40 (ETF, B5YCRP)",US Bonds,US Equity,0.1378
"Income 40 (ETF, B5YCRP)",US Bonds,Int'l Equity,0.0337
"Income 40 (ETF, B5YCRP)",US Bonds,US Bonds,1.0
"Income 40 (ETF, B5YCRP)",US Bonds,Real Estate,0.2357
"Income 40 (ETF, B5YCRP)",US Bonds,Commodities,-0.1079
"Income 40 (ETF, B5YCRP)",Real Estate,US Equity,0.5546
"Income 40 (ETF, B5YCRP)",Real Estate,Int'l Equity,0.5226
"Income 40 (ETF, B5YCRP)",Real Estate,US Bonds,0.2357
"Income 40 (ETF, B5YCRP)",Real Estate,Real Estate,1.0
"Income 40 (ETF, B5YCRP)",Real Estate,Commodities,0.3072
"Income 40 (ETF, B5YCRP)",Commodities,US Equity,0.3271
"Income 40 (ETF, B5YCRP)",Commodities,Int'l Equity,0.3597
"Income 40 (ETF, B5YCRP)",Commodities,US Bonds,-0.1079
"Income 40 (ETF, B5YCRP)",Commodities,Real Estate,0.3072
"Income 40 (ETF, B5YCRP)",Commodities,Commodities,1.0
"Income 40 (ETF, QUSLGDIV)",US Equity,US Equity,1.0
"Income 40 (ETF, QUSLGDIV)",US Equity,Int'l Equity,0.8133
"Income 40 (ETF, QUSLGDIV)",US Equity,US Bonds,0.1046
"Income 40 (ETF, QUSLGDIV)",US Equity,Real Estate,0.588
"Income 40 (ETF, QUSLGDIV)",US Equity,Commodities,0.3359
"Income 40 (ETF, QUSLGDIV)",Int'l Equity,US Equity,0.8133
"Income 40 (ETF, QUSLGDIV)",Int'l Equity,Int'l Equity,1.0
"Income 40 (ETF, QUSLGDIV)",Int'l Equity,US Bonds,0.0216
"Income 40 (ETF, QUSLGDIV)",Int'l Equity,Real Estate,0.5241
"Income 40 (ETF, QUSLGDIV)",Int'l Equity,Commodities,0.3759
"Income 40 (ETF, QUSLGDIV)",US Bonds,US Equity,0.1046
"Income 40 (ETF, QUSLGDIV)",US Bonds,Int'l Equity,0.0216
"Income 40 (ETF, QUSLGDIV)",US Bonds,US Bonds,1.0
"Income 40 (ETF, QUSLGDIV)",US Bonds,Real Estate,0.2459
"Income 40 (ETF, QUSLGDIV)",US Bonds,Commodities,-0.1516
"Income 40 (ETF, QUSLGDIV)",Real Estate,US Equity,0.588
"Income 40 (ETF, QUSLGDIV)",Real Estate,Int'l Equity,0.5241
"Income 40 (ETF, QUSLGDIV)",Real Estate,US Bonds,0.2459
"Income 40 (ETF, QUSLGDIV)",Real Estate,Real Estate,1.0
"Income 40 (ETF, QUSLGDIV)",Real Estate,Commodities,0.2814
"Income 40 (ETF, QUSLGDIV)",Commodities,US Equity,0.3359
"Income 40 (ETF, QUSLGDIV)",Commodities,Int'l Equity,0.3759
"Income 40 (ETF, QUSLGDIV)",Commodities,US Bonds,-0.1516
"Income 40 (ETF, QUSLGDIV)",Commodities,Real Estate,0.2814
"Income 40 (ETF, QUSLGDIV)",Commodities,Commodities,1.0
"Income 40 (ETF, QUSLGDIV, B5YCRP)",US Equity,US Equity,1.0
"Income 40 (ETF, QUSLGDIV, B5YCRP)",US Equity,Int'l Equity,0.8396
"Income 40 (ETF, QUSLGDIV, B5YCRP)",US Equity,US Bonds,0.1287
"Income 40 (ETF, QUSLGDIV, B5YCRP)",US Equity,Real Estate,0.5532
"Income 40 (ETF, QUSLGDIV, B5YCRP)",US Equity,Commodities,0.3156
"Income 40 (ETF, QUSLGDIV, B5YCRP)",Int'l Equity,US Equity,0.8396
"Income 40 (ETF, QUSLGDIV, B5YCRP)",Int'l Equity,Int'l Equity,1.0
"Income 40 (ETF, QUSLGDIV, B5YCRP)",Int'l Equity,US Bonds,0.0368
"Income 40 (ETF, QUSLGDIV, B5YCRP)",Int'l Equity,Real Estate,0.5154
"Income 40 (ETF, QUSLGDIV, B5YCRP)",Int'l Equity,Commodities,0.377
"Income 40 (ETF, QUSLGDIV, B5YCRP)",US Bonds,US Equity,0.1287
"Income 40 (ETF, QUSLGDIV, B5YCRP)",US Bonds,Int'l Equity,0.0368
"Income 40 (ETF, QUSLGDIV, B5YCRP)",US Bonds,US Bonds,1.0
"Income 40 (ETF, QUSLGDIV, B5YCRP)",US Bonds,Real Estate,0.2313
"Income 40 (ETF, QUSLGDIV, B5YCRP)",US Bonds,Commodities,-0.105
"Income 40 (ETF, QUSLGDIV, B5YCRP)",Real Estate,US Equity,0.5532
"Income 40 (ETF, QUSLGDIV, B5YCRP)",Real Estate,Int'l Equity,0.5154
"Income 40 (ETF, QUSLGDIV, B5YCRP)",Real Estate,US Bonds,0.2313
"Income 40 (ETF, QUSLGDIV, B5YCRP)",Real Estate,Real Estate,1.0
"Income 40 (ETF, QUSLGDIV, B5YCRP)",Real Estate,Commodities,0.286
"Income 40 (ETF, QUSLGDIV, B5YCRP)",Commodities,US Equity,0.3156
"Income 40 (ETF, QUSLGDIV, B5YCRP)",Commodities,Int'l Equity,0.377
"Income 40 (ETF, QUSLGDIV, B5YCRP)",Commodities,US Bonds,-0.105
"Income 40 (ETF, QUSLGDIV, B5YCRP)",Commodities,Real Estate,0.286
"Income 40 (ETF, QUSLGDIV, B5YCRP)",Commodities,Commodities,1.0
Income 40 TM (ETF),US Equity,US Equity,1.0
Income 40 TM (ETF),US Equity,Int'l Equity,0.8542
Income 40 TM (ETF),US Equity,US Bonds,0.1062
Income 40 TM (ETF),US Equity,Real Estate,0.5552
Income 40 TM (ETF),US Equity,Commodities,0.3182
Income 40 TM (ETF),Int'l Equity,US Equity,0.8542
Income 40 TM (ETF),Int'l Equity,Int'l Equity,1.0
Income 40 TM (ETF),Int'l Equity,US Bonds,0.0533
Income 40 TM (ETF),Int'l Equity,Real Estate,0.5167
Income 40 TM (ETF),Int'l Equity,Commodities,0.4145
Income 40 TM (ETF),US Bonds,US Equity,0.1062
Income 40 TM (ETF),US Bonds,Int'l Equity,0.0533
Income 40 TM (ETF),US Bonds,US Bonds,1.0
Income 40 TM (ETF),US Bonds,Real Estate,0.229
Income 40 TM (ETF),US Bonds,Commodities,-0.1431
Income 40 TM (ETF),Real Estate,US Equity,0.5552
Income 40 TM (ETF),Real Estate,Int'l Equity,0.5167
Income 40 TM (ETF),Real Estate,US Bonds,0.229
Income 40 TM (ETF),Real Estate,Real Estate,1.0
Income 40 TM (ETF),Real Estate,Commodities,0.2669
Income 40 TM (ETF),Commodities,US Equity,0.3182
Income 40 TM (ETF),Commodities,Int'l Equity,0.4145
Income 40 TM (ETF),Commodities,US Bonds,-0.1431
Income 40 TM (ETF),Commodities,Real Estate,0.2669
Income 40 TM (ETF),Commodities,Commodities,1.0
"Income 40 TM (ETF, N7YMUN)",US Equity,US Equity,1.0
"Income 40 TM (ETF, N7YMUN)",US Equity,Int'l Equity,0.8573
"Income 40 TM (ETF, N7YMUN)",US Equity,US Bonds,0.1401
"Income 40 TM (ETF, N7YMUN)",US Equity,Real Estate,0.5665
"Income 40 TM (ETF, N7YMUN)",US Equity,Commodities,0.3049
"Income 40 TM (ETF, N7YMUN)",Int'l Equity,US Equity,0.8573
"Income 40 TM (ETF, N7YMUN)",Int'l Equity,Int'l Equity,1.0
"Income 40 TM (ETF, N7YMUN)",Int'l Equity,US Bonds,0.0209
"Income 40 TM (ETF, N7YMUN)",Int'l Equity,Real Estate,0.4887
"Income 40 TM (ETF, N7YMUN)",Int'l Equity,Commodities,0.4133
"Income 40 TM (ETF, N7YMUN)",US Bonds,US Equity,0.1401
"Income 40 TM (ETF, N7YMUN)",US Bonds,Int'l Equity,0.0209
"Income 40 TM (ETF, N7YMUN)",US Bonds,US Bonds,1.0
"Income 40 TM (ETF, N7YMUN)",US Bonds,Real Estate,0.2006
"Income 40 TM (ETF, N7YMUN)",US Bonds,Commodities,-0.1245
"Income 40 TM (ETF, N7YMUN)",Real Estate,US Equity,0.5665
"Income 40 TM (ETF, N7YMUN)",Real Estate,Int'l Equity,0.4887
"Income 40 TM (ETF, N7YMUN)",Real Estate,US Bonds,0.2006
"Income 40 TM (ETF, N7YMUN)",Real Estate,Real Estate,1.0
"Income 40 TM (ETF, N7YMUN)",Real Estate,Commodities,0.3097
"Income 40 TM (ETF, N7YMUN)",Commodities,US Equity,0.3049
"Income 40 TM (ETF, N7YMUN)",Commodities,Int'l Equity,0.4133
"Income 40 TM (ETF, N7YMUN)",Commodities,US Bonds,-0.1245
"Income 40 TM (ETF, N7YMUN)",Commodities,Real Estate,0.3097
"Income 40 TM (ETF, N7YMUN)",Commodities,Commodities,1.0
"Income 40 TM (ETF, QUSLGDIV)",US Equity,US Equity,1.0
"Income 40 TM (ETF, QUSLGDIV)",US Equity,Int'l Equity,0.8104
"Income 40 TM (ETF, QUSLGDIV)",US Equity,US Bonds,0.0881
"Income 40 TM (ETF, QUSLGDIV)",US Equity,Real Estate,0.5665
"Income 40 TM (ETF, QUSLGDIV)",US Equity,Commodities,0.3251
"Income 40 TM (ETF, QUSLGDIV)",Int'l Equity,US Equity,0.8104
"Income 40 TM (ETF, QUSLGDIV)",Int'l Equity,Int'l Equity,1.0
"Income 40 TM (ETF, QUSLGDIV)",Int'l Equity,US Bonds,0.0453
"Income 40 TM (ETF, QUSLGDIV)",Int'l Equity,Real Estate,0.5363
"Income 40 TM (ETF, QUSLGDIV)",Int'l Equity,Commodities,0.3816
"Income 40 TM (ETF, QUSLGDIV)",US Bonds,US Equity,0.0881
